name, movie, percent of dialogue, percent of fanworks (literal), percent of fanworks (including sub tags), age, gender,  year, script ID, imdb ID, movie words, gross, AO3 works in closest fandom (literal), AO3 works in closest fandom (including fandom subtags), AO3 closest fandom,title similarity
deputy hamilton,Hatchet III,0.0359897172237,-1,-1,None,m,2013,7177,tt1870419,5057,None,-1,0,,0
deputy winslow,Hatchet III,0.10005932371,-1,-1,None,m,2013,7177,tt1870419,5057,None,-1,0,,0
marybeth dunsta,Hatchet III,0.200118647419,-1,-1,36,f,2013,7177,tt1870419,5057,None,-1,0,,0
mikaela dougher,Hatchet III,0.0559620328258,-1,-1,34,f,2013,7177,tt1870419,5057,None,-1,0,,0
randy,Hatchet III,0.0330235317382,-1,-1,None,?,2013,7177,tt1870419,5057,None,-1,0,,0
sheriff fowler,Hatchet III,0.0949179355349,-1,-1,49,m,2013,7177,tt1870419,5057,None,-1,0,,0
tyler hawes,Hatchet III,0.0876013446708,-1,-1,41,m,2013,7177,tt1870419,5057,None,-1,0,,0
charles brubake,Capricorn One,0.172297632022,-1,-1,38,m,1978,7179,tt0077294,10093,None,-1,0,,0
control room ma,Capricorn One,0.0372535420589,-1,-1,44,m,1978,7179,tt0077294,10093,None,-1,0,,0
dr. james kello,Capricorn One,0.118002576043,-1,-1,53,m,1978,7179,tt0077294,10093,None,-1,0,,0
elliot whitter,Capricorn One,0.0138709997028,-1,-1,35,m,1978,7179,tt0077294,10093,None,-1,0,,0
hollis peaker,Capricorn One,0.0282373922521,-1,-1,48,m,1978,7179,tt0077294,10093,None,-1,0,,0
houston,Capricorn One,0.0590508273061,-1,-1,None,m,1978,7179,tt0077294,10093,None,-1,0,,0
john walker,Capricorn One,0.0541959774101,-1,-1,31,m,1978,7179,tt0077294,10093,None,-1,0,,0
judy drinkwater,Capricorn One,0.0264539780046,-1,-1,39,f,1978,7179,tt0077294,10093,None,-1,0,,0
Kalloway,Capricorn One,0.0494402060834,-1,-1,None,m,1978,7179,tt0077294,10093,None,-1,0,,0
mrs brubaker,Capricorn One,0.0590508273061,-1,-1,None,f,1978,7179,tt0077294,10093,None,-1,0,,0
n.a.s.a. usher,Capricorn One,0.0117903497473,-1,-1,None,m,1978,7179,tt0077294,10093,None,-1,0,,0
peter willis,Capricorn One,0.108193797682,-1,-1,38,m,1978,7179,tt0077294,10093,None,-1,0,,0
president,Capricorn One,0.0253641137422,-1,-1,50,m,1978,7179,tt0077294,10093,None,-1,0,,0
robert caulfiel,Capricorn One,0.164767660755,-1,-1,40,m,1978,7179,tt0077294,10093,None,-1,0,,0
vice president ,Capricorn One,0.0109977211929,-1,-1,55,m,1978,7179,tt0077294,10093,None,-1,0,,0
walter loughlin,Capricorn One,0.0610323986922,-1,-1,49,m,1978,7179,tt0077294,10093,None,-1,0,,0
grover,Kicking and Screaming,0.254784688995,-1,-1,26,m,1995,7180,tt0113537,5016,1,-1,0,,0
grover's dad,Kicking and Screaming,0.0560207336523,-1,-1,57,m,1995,7180,tt0113537,5016,1,-1,0,,0
jane,Kicking and Screaming,0.128189792663,-1,-1,26,f,1995,7180,tt0113537,5016,1,-1,0,,0
kate,Kicking and Screaming,0.0402711323764,-1,-1,24,f,1995,7180,tt0113537,5016,1,-1,0,,0
max,Kicking and Screaming,0.226475279107,-1,-1,30,m,1995,7180,tt0113537,5016,1,-1,0,,0
miami,Kicking and Screaming,0.0996810207337,-1,-1,27,f,1995,7180,tt0113537,5016,1,-1,0,,0
skippy,Kicking and Screaming,0.194577352472,-1,-1,25,m,1995,7180,tt0113537,5016,1,-1,0,,0
Al Czervik,Caddyshack,0.113544124587,-1,-1,59,m,1980,7206,tt0080487,10595,128,-1,0,,0
angie d'annunzi,Caddyshack,0.0115148655026,-1,-1,21,m,1980,7206,tt0080487,10595,128,-1,0,,0
danny noonan,Caddyshack,0.230014157622,-1,-1,25,m,1980,7206,tt0080487,10595,128,-1,0,,0
joey d'annunzio,Caddyshack,0.0188768286928,-1,-1,None,f,1980,7206,tt0080487,10595,128,-1,0,,0
judge elihu sma,Caddyshack,0.13242095328,-1,-1,57,m,1980,7206,tt0080487,10595,128,-1,0,,0
lacey underall,Caddyshack,0.0669183577159,-1,-1,26,f,1980,7206,tt0080487,10595,128,-1,0,,0
lou loomis,Caddyshack,0.0311467673431,-1,-1,35,m,1980,7206,tt0080487,10595,128,-1,0,,0
maggie o'hoolig,Caddyshack,0.0513449740444,-1,-1,22,f,1980,7206,tt0080487,10595,128,-1,0,,0
motormouth,Caddyshack,0.01689476168,-1,-1,None,m,1980,7206,tt0080487,10595,128,-1,0,,0
mr. noonan,Caddyshack,0.0300141576215,-1,-1,52,m,1980,7206,tt0080487,10595,128,-1,0,,0
mrs. noonan,Caddyshack,0.0292590844738,-1,-1,53,f,1980,7206,tt0080487,10595,128,-1,0,,0
mrs. smails,Caddyshack,0.0349221330816,-1,-1,58,f,1980,7206,tt0080487,10595,128,-1,0,,0
ray (old caddy),Caddyshack,0.010571024068,-1,-1,None,m,1980,7206,tt0080487,10595,128,-1,0,,0
smoke porterhou,Caddyshack,0.0151958470977,-1,-1,60,m,1980,7206,tt0080487,10595,128,-1,0,,0
Spaulding Smail,Caddyshack,0.0252949504483,-1,-1,None,m,1980,7206,tt0080487,10595,128,-1,0,,0
the bishop,Caddyshack,0.0148183105238,-1,-1,75,m,1980,7206,tt0080487,10595,128,-1,0,,0
tony d'annunzio,Caddyshack,0.0762623879188,-1,-1,28,m,1980,7206,tt0080487,10595,128,-1,0,,0
ty webb,Caddyshack,0.0909863142992,-1,-1,37,m,1980,7206,tt0080487,10595,128,-1,0,,0
baby,Wild Card,0.0569839121937,-1,-1,55,m,2015,7207,tt2231253,6651,None,-1,0,,0
cassandra,Wild Card,0.0183431062998,-1,-1,51,f,2015,7207,tt2231253,6651,None,-1,0,,0
cyrus kinnick,Wild Card,0.0951736580965,-1,-1,28,m,2015,7207,tt2231253,6651,None,-1,0,,0
danny demarco,Wild Card,0.116223124342,-1,-1,38,m,2015,7207,tt2231253,6651,None,-1,0,,0
dd,Wild Card,0.0463088257405,-1,-1,43,f,2015,7207,tt2231253,6651,None,-1,0,,0
holly,Wild Card,0.139227183882,-1,-1,32,f,2015,7207,tt2231253,6651,None,-1,0,,0
julian reeves,Wild Card,0.0236054728612,-1,-1,45,m,2015,7207,tt2231253,6651,None,-1,0,,0
nick wild,Wild Card,0.385205232296,-1,-1,48,m,2015,7207,tt2231253,6651,None,-1,0,,0
osgood,Wild Card,0.0703653585927,-1,-1,48,m,2015,7207,tt2231253,6651,None,-1,0,,0
pinky,Wild Card,0.0485641256954,-1,-1,56,m,2015,7207,tt2231253,6651,None,-1,0,,0
g.t.o,Two-Lane Blacktop,0.518477354821,-1,-1,43,m,1971,7209,tt0067893,3599,None,-1,0,,0
the driver,Two-Lane Blacktop,0.135871075299,-1,-1,23,m,1971,7209,tt0067893,3599,None,-1,0,,0
the girl,Two-Lane Blacktop,0.345651569881,-1,-1,18,f,1971,7209,tt0067893,3599,None,-1,0,,0
billy the kid,Pat Garrett & Billy the Kid,0.270667092244,-1,-1,37,m,1973,7210,tt0070518,3133,None,-1,0,,0
chisum,Pat Garrett & Billy the Kid,0.0402170443664,-1,-1,61,m,1973,7210,tt0070518,3133,None,-1,0,,0
holly,Pat Garrett & Billy the Kid,0.0714969677625,-1,-1,36,m,1973,7210,tt0070518,3133,None,-1,0,,0
howland,Pat Garrett & Billy the Kid,0.0453239706352,-1,-1,42,m,1973,7210,tt0070518,3133,None,-1,0,,0
lemuel,Pat Garrett & Billy the Kid,0.118736035748,-1,-1,71,m,1973,7210,tt0070518,3133,None,-1,0,,0
paco,Pat Garrett & Billy the Kid,0.0373443983402,-1,-1,70,m,1973,7210,tt0070518,3133,None,-1,0,,0
pat garrett,Pat Garrett & Billy the Kid,0.233322693904,-1,-1,45,m,1973,7210,tt0070518,3133,None,-1,0,,0
poe,Pat Garrett & Billy the Kid,0.11011809767,-1,-1,30,m,1973,7210,tt0070518,3133,None,-1,0,,0
sheriff kip mck,Pat Garrett & Billy the Kid,0.0727736993297,-1,-1,47,m,1973,7210,tt0070518,3133,None,-1,0,,0
bill lee,Naked Lunch,0.431608788094,-1,-1,44,m,1991,7212,tt0102511,8466,5,-1,0,,0
carleton,Naked Lunch,0.0763052208835,-1,-1,None,m,1991,7212,tt0102511,8466,5,-1,0,,0
dr. benway,Naked Lunch,0.0464209780298,-1,-1,59,m,1991,7212,tt0102511,8466,5,-1,0,,0
fadela,Naked Lunch,0.0170092133239,-1,-1,61,f,1991,7212,tt0102511,8466,5,-1,0,,0
hank,Naked Lunch,0.0588235294118,-1,-1,39,m,1991,7212,tt0102511,8466,5,-1,0,,0
hans,Naked Lunch,0.0672100165367,-1,-1,48,m,1991,7212,tt0102511,8466,5,-1,0,,0
hauser,Naked Lunch,0.0278762107253,-1,-1,None,m,1991,7212,tt0102511,8466,5,-1,0,,0
joan frost,Naked Lunch,0.117528939287,-1,-1,36,f,1991,7212,tt0102511,8466,5,-1,0,,0
kiki,Naked Lunch,0.06591070163,-1,-1,27,m,1991,7212,tt0102511,8466,5,-1,0,,0
martin,Naked Lunch,0.0737065910702,-1,-1,None,m,1991,7212,tt0102511,8466,5,-1,0,,0
mrs murphy,Naked Lunch,0.0175998110087,-1,-1,None,f,1991,7212,tt0102511,8466,5,-1,0,,0
ava gardner,The Aviator,0.0560709690526,-1,-1,31,f,2004,7214,tt0338751,14767,144,-1,0,,0
doctor,The Aviator,0.00704273041241,-1,-1,None,m,2004,7214,tt0338751,14767,144,-1,0,,0
emcee,The Aviator,0.00887113157717,-1,-1,53,m,2004,7214,tt0338751,14767,144,-1,0,,0
errol flynn,The Aviator,0.00717816753572,-1,-1,32,m,2004,7214,tt0338751,14767,144,-1,0,,0
glenn odekirk,The Aviator,0.0591860228889,-1,-1,34,m,2004,7214,tt0338751,14767,144,-1,0,,0
howard hughes,The Aviator,0.574253402858,-1,-1,30,m,2004,7214,tt0338751,14767,144,-1,0,,0
jack frye,The Aviator,0.0252590234983,-1,-1,42,m,2004,7214,tt0338751,14767,144,-1,0,,0
johnny meyer,The Aviator,0.010293221372,-1,-1,31,m,2004,7214,tt0338751,14767,144,-1,0,,0
juan trippe,The Aviator,0.0448296878174,-1,-1,46,m,2004,7214,tt0338751,14767,144,-1,0,,0
Katharine Hepbu,The Aviator,0.100426626938,-1,-1,35,f,2004,7214,tt0338751,14767,144,-1,0,,0
mrs. hepburn,The Aviator,0.0114444369202,-1,-1,51,f,2004,7214,tt0338751,14767,144,-1,0,,0
noah dietrich,The Aviator,0.0318954425408,-1,-1,39,m,2004,7214,tt0338751,14767,144,-1,0,,0
professor fitz,The Aviator,0.00704273041241,-1,-1,73,m,2004,7214,tt0338751,14767,144,-1,0,,0
senator ralph o,The Aviator,0.0475384302837,-1,-1,68,m,2004,7214,tt0338751,14767,144,-1,0,,0
woman,The Aviator,0.00866797589219,-1,-1,None,f,2004,7214,tt0338751,14767,144,-1,0,,0
cary,Dead Ringers,0.0480975127656,-1,-1,28,f,1988,7215,tt0094964,6071,19,-1,0,,0
Claire Niveau,Dead Ringers,0.380826881898,-1,-1,46,f,1988,7215,tt0094964,6071,19,-1,0,,0
elliot mantle,Dead Ringers,0.521330917477,-1,-1,40,m,1988,7215,tt0094964,6071,19,-1,0,,0
escort twin,Dead Ringers,0.0296491517048,-1,-1,20,f,1988,7215,tt0094964,6071,19,-1,0,,0
operating room ,Dead Ringers,0.0200955361555,-1,-1,None,f,1988,7215,tt0094964,6071,19,-1,0,,0
bert,Cabin Fever 2: Spring Fever,0.197718120805,-1,-1,None,m,2009,7216,tt0961722,7450,None,-1,0,,0
deputy winston,Cabin Fever 2: Spring Fever,0.0702013422819,-1,-1,30,m,2009,7216,tt0961722,7450,None,-1,0,,0
herman,Cabin Fever 2: Spring Fever,0.0143624161074,-1,-1,43,m,2009,7216,tt0961722,7450,None,-1,0,,0
hog lady,Cabin Fever 2: Spring Fever,0.0328859060403,-1,-1,None,f,2009,7216,tt0961722,7450,None,-1,0,,0
jeff,Cabin Fever 2: Spring Fever,0.150604026846,-1,-1,None,m,2009,7216,tt0961722,7450,None,-1,0,,0
justin,Cabin Fever 2: Spring Fever,0.0697986577181,-1,-1,None,m,2009,7216,tt0961722,7450,None,-1,0,,0
karen,Cabin Fever 2: Spring Fever,0.0836241610738,-1,-1,24,f,2009,7216,tt0961722,7450,None,-1,0,,0
marc,Cabin Fever 2: Spring Fever,0.0795973154362,-1,-1,None,m,2009,7216,tt0961722,7450,None,-1,0,,0
paul,Cabin Fever 2: Spring Fever,0.23288590604,-1,-1,30,m,2009,7216,tt0961722,7450,None,-1,0,,0
prom goers - ol,Cabin Fever 2: Spring Fever,0.0206711409396,-1,-1,None,f,2009,7216,tt0961722,7450,None,-1,0,,0
sandy,Cabin Fever 2: Spring Fever,0.0144966442953,-1,-1,None,f,2009,7216,tt0961722,7450,None,-1,0,,0
tommy,Cabin Fever 2: Spring Fever,0.0331543624161,-1,-1,None,m,2009,7216,tt0961722,7450,None,-1,0,,0
carson,My Bodyguard,0.0633083730429,-1,-1,14,m,1980,7219,tt0081207,7345,None,0,0,,0
clifford,My Bodyguard,0.277059223962,-1,-1,16,m,1980,7219,tt0081207,7345,None,0,0,,0
dubrow,My Bodyguard,0.0153846153846,-1,-1,None,m,1980,7219,tt0081207,7345,None,0,0,,0
gramma,My Bodyguard,0.0743362831858,0.0571428571429,0.0571428571429,84,f,1980,7219,tt0081207,7345,None,18,18,Mulan (1998),0.0833333333333
koontz,My Bodyguard,0.0172906739278,-1,-1,None,m,1980,7219,tt0081207,7345,None,0,0,,0
linderman,My Bodyguard,0.184615384615,-1,-1,18,m,1980,7219,tt0081207,7345,None,0,0,,0
mike,My Bodyguard,0.0186521443159,-1,-1,None,m,1980,7219,tt0081207,7345,None,0,0,,0
moody,My Bodyguard,0.14880871341,-1,-1,16,m,1980,7219,tt0081207,7345,None,0,0,,0
mr. peache,My Bodyguard,0.0887678692988,-1,-1,37,m,1980,7219,tt0081207,7345,None,0,0,,0
ms. jump,My Bodyguard,0.0938053097345,0.0909090909091,0.0909090909091,34,f,1980,7219,tt0081207,7345,None,1,1,My Bodyguard (1980),0.631578947368
shelley,My Bodyguard,0.0179714091219,1.80053655989e-05,2.40071541319e-05,18,f,1980,7219,tt0081207,7345,None,3,4,Marvel Cinematic Universe,0.08
cuchillo,Predators,0.0481832543444,-1,-1,66,m,2010,7231,tt1424381,2532,57,0,0,,0
edwin,Predators,0.153633491311,0.000872818543384,0.00672777969116,32,m,2010,7231,tt1424381,2532,57,185,1426,Marvel,0.111111111111
isabelle,Predators,0.221563981043,0.486068111455,0.486068111455,27,f,2010,7231,tt1424381,2532,57,157,157,The Mortal Instruments (Movies),0.0645161290323
nikolai,Predators,0.0473933649289,0.0617283950617,0.0617283950617,43,m,2010,7231,tt1424381,2532,57,5,5,Interstellar (2014),0.105263157895
noland,Predators,0.117693522907,-1,-1,49,m,2010,7231,tt1424381,2532,57,0,0,,0
royce,Predators,0.263428120063,0.291666666667,0.291666666667,37,m,2010,7231,tt1424381,2532,57,7,7,Predators (2010),0.5625
stans,Predators,0.148104265403,-1,-1,39,m,2010,7231,tt1424381,2532,57,0,0,,0
captain b. pilg,Predator 2,0.0338330632091,-1,-1,48,m,1990,7233,tt0100403,4936,63,-1,0,,0
captain phil he,Predator 2,0.02471636953,-1,-1,39,m,1990,7233,tt0100403,4936,63,-1,0,,0
danny archuleta,Predator 2,0.072528363047,-1,-1,42,m,1990,7233,tt0100403,4936,63,-1,0,,0
leona cantrell,Predator 2,0.0978525121556,-1,-1,33,f,1990,7233,tt0100403,4936,63,-1,0,,0
lieutenant mike,Predator 2,0.518233387358,-1,-1,44,m,1990,7233,tt0100403,4936,63,-1,0,,0
peter keyes,Predator 2,0.113654781199,-1,-1,46,m,1990,7233,tt0100403,4936,63,-1,0,,0
ruth,Predator 2,0.0261345218801,-1,-1,None,f,1990,7233,tt0100403,4936,63,-1,0,,0
sato,Predator 2,0.063209076175,-1,-1,None,m,1990,7233,tt0100403,4936,63,-1,0,,0
sergeant,Predator 2,0.0249189627229,-1,-1,60,m,1990,7233,tt0100403,4936,63,-1,0,,0
tony pope,Predator 2,0.0249189627229,-1,-1,57,m,1990,7233,tt0100403,4936,63,-1,0,,0
buddy,Aliens vs. Predator: Requiem,0.0282962071042,-1,-1,None,m,2007,7235,tt0758730,4983,52,-1,0,,0
carrie,Aliens vs. Predator: Requiem,0.0248846076661,-1,-1,32,f,2007,7235,tt0758730,4983,52,-1,0,,0
dale,Aliens vs. Predator: Requiem,0.0515753562111,-1,-1,35,m,2007,7235,tt0758730,4983,52,-1,0,,0
dallas,Aliens vs. Predator: Requiem,0.173790889023,-1,-1,31,m,2007,7235,tt0758730,4983,52,-1,0,,0
darcy,Aliens vs. Predator: Requiem,0.0323098535019,-1,-1,34,f,2007,7235,tt0758730,4983,52,-1,0,,0
dr. lennon,Aliens vs. Predator: Requiem,0.0260887015854,-1,-1,None,m,2007,7235,tt0758730,4983,52,-1,0,,0
jesse,Aliens vs. Predator: Requiem,0.0461569335742,-1,-1,23,f,2007,7235,tt0758730,4983,52,-1,0,,0
karl,Aliens vs. Predator: Requiem,0.0218743728678,-1,-1,None,m,2007,7235,tt0758730,4983,52,-1,0,,0
kelly,Aliens vs. Predator: Requiem,0.110776640578,-1,-1,35,f,2007,7235,tt0758730,4983,52,-1,0,,0
molly,Aliens vs. Predator: Requiem,0.080272927955,-1,-1,10,f,2007,7235,tt0758730,4983,52,-1,0,,0
morales,Aliens vs. Predator: Requiem,0.121212121212,-1,-1,39,m,2007,7235,tt0758730,4983,52,-1,0,,0
mr. thomas,Aliens vs. Predator: Requiem,0.0266907485451,-1,-1,None,m,2007,7235,tt0758730,4983,52,-1,0,,0
predator,Aliens vs. Predator: Requiem,0.0403371462974,-1,-1,36,m,2007,7235,tt0758730,4983,52,-1,0,,0
ricky,Aliens vs. Predator: Requiem,0.12482440297,-1,-1,24,m,2007,7235,tt0758730,4983,52,-1,0,,0
tim,Aliens vs. Predator: Requiem,0.0909090909091,-1,-1,38,m,2007,7235,tt0758730,4983,52,-1,0,,0
claude lapointe,Rabid,0.0440118493441,-1,-1,45,m,1977,7237,tt0076590,7089,None,-1,0,,0
dr. dan keloid,Rabid,0.218225419664,-1,-1,45,m,1977,7237,tt0076590,7089,None,-1,0,,0
dr. karl,Rabid,0.0198899703766,-1,-1,None,m,1977,7237,tt0076590,7089,None,-1,0,,0
dr. roxanne kel,Rabid,0.030751869093,-1,-1,37,f,1977,7237,tt0076590,7089,None,-1,0,,0
dr. royce gentr,Rabid,0.0397799407533,-1,-1,None,m,1977,7237,tt0076590,7089,None,-1,0,,0
hart read,Rabid,0.13767809282,-1,-1,31,m,1977,7237,tt0076590,7089,None,-1,0,,0
judy glasberg,Rabid,0.0260967696431,-1,-1,None,f,1977,7237,tt0076590,7089,None,-1,0,,0
lloyd walsh,Rabid,0.043588658485,-1,-1,None,m,1977,7237,tt0076590,7089,None,-1,0,,0
man in cinema,Rabid,0.0207363520948,-1,-1,None,m,1977,7237,tt0076590,7089,None,-1,0,,0
mindy kent,Rabid,0.0300465509945,-1,-1,20,f,1977,7237,tt0076590,7089,None,-1,0,,0
murray cypher,Rabid,0.0763154182536,-1,-1,55,m,1977,7237,tt0076590,7089,None,-1,0,,0
newscaster,Rabid,0.0695443645084,-1,-1,None,m,1977,7237,tt0076590,7089,None,-1,0,,0
nurse louise,Rabid,0.0294822965157,-1,-1,None,f,1977,7237,tt0076590,7089,None,-1,0,,0
rose,Rabid,0.121455776555,-1,-1,25,f,1977,7237,tt0076590,7089,None,-1,0,,0
trucker,Rabid,0.0373818592185,-1,-1,None,m,1977,7237,tt0076590,7089,None,-1,0,,0
young cop in pl,Rabid,0.0299054873748,-1,-1,None,m,1977,7237,tt0076590,7089,None,-1,0,,0
young man in pl,Rabid,0.0251093243053,-1,-1,None,m,1977,7237,tt0076590,7089,None,-1,0,,0
atto,Black Hawk Down,0.0187001438473,-1,-1,52,m,2001,7243,tt0265086,7647,167,0,0,,0
cribbs,Black Hawk Down,0.0214463188178,-1,-1,45,m,2001,7243,tt0265086,7647,167,0,0,,0
durant,Black Hawk Down,0.026938668759,0.0333333333333,0.0333333333333,36,m,2001,7243,tt0265086,7647,167,2,2,Black Hawk Down (2001),0.681818181818
eversmann,Black Hawk Down,0.179155224271,-1,-1,23,m,2001,7243,tt0265086,7647,167,0,0,,0
firimbi,Black Hawk Down,0.0154308879299,-1,-1,36,m,2001,7243,tt0265086,7647,167,0,0,,0
galentine,Black Hawk Down,0.0257617366287,-1,-1,37,m,2001,7243,tt0265086,7647,167,0,0,,0
garrison,Black Hawk Down,0.100170001308,1.56135338111e-05,1.56135338111e-05,58,m,2001,7243,tt0265086,7647,167,2,2,Harry Potter - J. K. Rowling,0.0714285714286
gordon,Black Hawk Down,0.0170001307702,0.312169312169,0.365079365079,31,m,2001,7243,tt0265086,7647,167,59,69,Saw (Movies),0.133333333333
grimes,Black Hawk Down,0.0408003138486,-1,-1,30,m,2001,7243,tt0265086,7647,167,0,0,,0
harrell,Black Hawk Down,0.0375310579312,-1,-1,44,m,2001,7243,tt0265086,7647,167,0,0,,0
hoot,Black Hawk Down,0.053877337518,0.466666666667,0.466666666667,33,m,2001,7243,tt0265086,7647,167,28,28,Black Hawk Down (2001),0.681818181818
mcknight,Black Hawk Down,0.0865698966915,-1,-1,40,m,2001,7243,tt0265086,7647,167,0,0,,0
nelson,Black Hawk Down,0.014123185563,0.9,0.9,29,m,2001,7243,tt0265086,7647,167,18,18,Flatliners (1990),0.117647058824
pilla,Black Hawk Down,0.0163462795868,-1,-1,31,m,2001,7243,tt0265086,7647,167,0,0,,0
ruiz,Black Hawk Down,0.0207924676344,-1,-1,28,m,2001,7243,tt0265086,7647,167,0,0,,0
sanderson,Black Hawk Down,0.0483849875768,0.2,0.2,45,m,2001,7243,tt0265086,7647,167,12,12,Black Hawk Down (2001),0.681818181818
schmid,Black Hawk Down,0.0457695828429,0.15,0.15,26,m,2001,7243,tt0265086,7647,167,9,9,Black Hawk Down (2001),0.681818181818
shughart,Black Hawk Down,0.0163462795868,-1,-1,None,m,2001,7243,tt0265086,7647,167,0,0,,0
smith,Black Hawk Down,0.0155616581666,0.00237323861197,0.00237323861197,20,m,2001,7243,tt0265086,7647,167,304,304,Harry Potter - J. K. Rowling,0.0714285714286
steele,Black Hawk Down,0.100954622728,0.0714285714286,0.0714285714286,38,m,2001,7243,tt0265086,7647,167,1,1,Dracula 2000 (Movies),0.0952380952381
struecker,Black Hawk Down,0.0214463188178,-1,-1,32,m,2001,7243,tt0265086,7647,167,0,0,,0
twombly,Black Hawk Down,0.036354125801,-1,-1,24,m,2001,7243,tt0265086,7647,167,0,0,,0
wolcott,Black Hawk Down,0.0197463057408,0.0166666666667,0.0166666666667,36,m,2001,7243,tt0265086,7647,167,1,1,Black Hawk Down (2001),0.681818181818
yurek,Black Hawk Down,0.0207924676344,-1,-1,20,m,2001,7243,tt0265086,7647,167,0,0,,0
a man,The Good Shepherd,0.0113090472378,-1,-1,None,m,2006,7247,tt0343737,9992,79,-1,0,,0
bill sullivan,The Good Shepherd,0.0359287429944,-1,-1,63,m,2006,7247,tt0343737,9992,79,-1,0,,0
dr fredricks,The Good Shepherd,0.0393314651721,-1,-1,None,m,2006,7247,tt0343737,9992,79,-1,0,,0
hanna schiller,The Good Shepherd,0.0147117694155,-1,-1,45,f,2006,7247,tt0343737,9992,79,-1,0,,0
kip wiley,The Good Shepherd,0.0294235388311,-1,-1,None,m,2006,7247,tt0343737,9992,79,-1,0,,0
laura,The Good Shepherd,0.023518815052,-1,-1,30,f,2006,7247,tt0343737,9992,79,-1,0,,0
margaret 'clove,The Good Shepherd,0.0398318654924,-1,-1,31,f,2006,7247,tt0343737,9992,79,-1,0,,0
mr. jameson,The Good Shepherd,0.288430744596,-1,-1,None,m,2006,7247,tt0343737,9992,79,-1,0,,0
petra sanko,The Good Shepherd,0.0462369895917,-1,-1,None,m,2006,7247,tt0343737,9992,79,-1,0,,0
petra sanxo,The Good Shepherd,0.0187149719776,-1,-1,None,m,2006,7247,tt0343737,9992,79,-1,0,,0
Philip Allen,The Good Shepherd,0.0582465972778,-1,-1,56,m,2006,7247,tt0343737,9992,79,-1,0,,0
ray brocco,The Good Shepherd,0.0813650920737,-1,-1,49,m,2006,7247,tt0343737,9992,79,-1,0,,0
richard hayes,The Good Shepherd,0.0556445156125,-1,-1,27,m,2006,7247,tt0343737,9992,79,-1,0,,0
robert,The Good Shepherd,0.0490392313851,-1,-1,None,m,2006,7247,tt0343737,9992,79,-1,0,,0
sam murach,The Good Shepherd,0.0442353883106,-1,-1,48,m,2006,7247,tt0343737,9992,79,-1,0,,0
Senator John Ru,The Good Shepherd,0.0611489191353,-1,-1,70,m,2006,7247,tt0343737,9992,79,-1,0,,0
teletype commun,The Good Shepherd,0.027321857486,-1,-1,None,m,2006,7247,tt0343737,9992,79,-1,0,,0
the man,The Good Shepherd,0.0249199359488,-1,-1,None,m,2006,7247,tt0343737,9992,79,-1,0,,0
valentin mirono,The Good Shepherd,0.0506405124099,-1,-1,38,m,2006,7247,tt0343737,9992,79,-1,0,,0
chronic,A Perfect Getaway,0.029474724189,-1,-1,39,m,2009,7251,tt0971209,6073,17,-1,0,,0
cleo,A Perfect Getaway,0.0330973159888,-1,-1,35,f,2009,7251,tt0971209,6073,17,-1,0,,0
cliff,A Perfect Getaway,0.377408200231,-1,-1,42,m,2009,7251,tt0971209,6073,17,-1,0,,0
gina,A Perfect Getaway,0.195455293924,-1,-1,32,f,2009,7251,tt0971209,6073,17,-1,0,,0
kale,A Perfect Getaway,0.0479170097151,-1,-1,26,m,2009,7251,tt0971209,6073,17,-1,0,,0
nick,A Perfect Getaway,0.316647455953,-1,-1,41,m,2009,7251,tt0971209,6073,17,-1,0,,0
boss johns,Riddick,0.0765038352846,0.260273972603,0.260273972603,41,m,2013,7252,tt1411250,4954,44,19,19,Riddick (2013),0.5
dahl,Riddick,0.105571255551,0.219178082192,0.219178082192,33,f,2013,7252,tt1411250,4954,44,16,16,Riddick (2013),0.5
diaz,Riddick,0.0553088413403,-1,-1,44,m,2013,7252,tt1411250,4954,44,0,0,,0
lockspur,Riddick,0.0230117077109,0.013698630137,0.013698630137,58,m,2013,7252,tt1411250,4954,44,1,1,Riddick (2013),0.5
luna,Riddick,0.0343157044812,-1,-1,27,m,2013,7252,tt1411250,4954,44,0,0,,0
riddick,Riddick,0.345579329834,0.835616438356,0.835616438356,46,m,2013,7252,tt1411250,4954,44,61,61,Riddick (2013),0.5
santana,Riddick,0.238191360517,-1,-1,45,m,2013,7252,tt1411250,4954,44,0,0,,0
vaako,Riddick,0.0411788453775,0.397260273973,0.397260273973,41,m,2013,7252,tt1411250,4954,44,29,29,Riddick (2013),0.5
vargas,Riddick,0.0803391199031,-1,-1,47,m,2013,7252,tt1411250,4954,44,0,0,,0
brad,Critters 2,0.277933745087,-1,-1,17,m,1988,7261,tt0094919,3562,8,-1,0,,0
bus driver,Critters 2,0.0384615384615,-1,-1,56,m,1988,7261,tt0094919,3562,8,-1,0,,0
charlie,Critters 2,0.122122403144,-1,-1,39,m,1988,7261,tt0094919,3562,8,-1,0,,0
harv,Critters 2,0.0842223469961,-1,-1,48,m,1988,7261,tt0094919,3562,8,-1,0,,0
megan,Critters 2,0.149915777653,-1,-1,23,f,1988,7261,tt0094919,3562,8,-1,0,,0
mr. morgan,Critters 2,0.064851207187,-1,-1,41,m,1988,7261,tt0094919,3562,8,-1,0,,0
nana,Critters 2,0.144020213363,-1,-1,71,f,1988,7261,tt0094919,3562,8,-1,0,,0
