name, movie, percent of dialogue, percent of fanworks, age, gender,  year, script ID, imdb ID, movie words, gross, AO3 works, AO3 fandom, title distance
moses jones,American Gangster,0.0113950658259,0.0,38,m,2007,665,tt0765429,9039,164,0,,1
mp,American Gangster,0.0185861267839,0.0,40,m,2007,665,tt0765429,9039,164,0,,1
nate,American Gangster,0.0193605487333,0.0208463623098,48,m,2007,665,tt0765429,9039,164,100,Fallout 4,0.00904977375566
richie roberts,American Gangster,0.245270494524,0.0,43,m,2007,665,tt0765429,9039,164,0,,1
sheila,American Gangster,0.0247815023786,4.03095775556e-05,None,f,2007,665,tt0765429,9039,164,5,Harry Potter - J. K. Rowling,0.00793650793651
tango,American Gangster,0.0154884389866,5.71657234322e-05,35,m,2007,665,tt0765429,9039,164,2,Haikyuu!!,0.00452488687783
teddy,American Gangster,0.0225688682376,0.000983504912179,None,m,2007,665,tt0765429,9039,164,92,The Avengers (Marvel) - All Media Types,0.00641025641026
tony,American Gangster,0.0288748755393,0.662098588668,None,m,2007,665,tt0765429,9039,164,6474,NCIS,0.0
us attorney,American Gangster,0.0245602389645,0.0,45,m,2007,665,tt0765429,9039,164,0,,1
bob falfa,American Graffiti,0.0251164674904,0.0,31,m,1973,666,tt0069704,9874,565,0,,1
budda,American Graffiti,0.0228883937614,0.0,22,f,1973,666,tt0069704,9874,565,0,,1
carlos,American Graffiti,0.0132671662953,0.91,18,m,1973,666,tt0069704,9874,565,91,The Isle of the Lost Series - Melissa de la Cruz,0.00384615384615
carol,American Graffiti,0.0738302612923,0.00245876228045,14,f,1973,666,tt0069704,9874,565,230,The Avengers (Marvel) - All Media Types,0.00549450549451
curt,American Graffiti,0.125582337452,0.777777777778,26,m,1973,666,tt0069704,9874,565,21,Spies Are Forever - Talkfine/Tin Can Brothers,0.00645161290323
debbie,American Graffiti,0.0744379177638,0.0357142857143,26,f,1973,666,tt0069704,9874,565,2,Cirque du Freak | The Saga of Darren Shan - Darren Shan,0.00353535353535
disc jockey,American Graffiti,0.0629937208831,0.0,35,m,1973,666,tt0069704,9874,565,0,,1
girl,American Graffiti,0.0110390925663,0.00236406619385,None,f,1973,666,tt0069704,9874,565,2,Danger Days: The True Lives of the Fabulous Killjoys (Album),0.0034632034632
joe,American Graffiti,0.0566133279319,0.19555182543,35,m,1973,666,tt0069704,9874,565,2330,The Flash (TV 2014),0.00877192982456
john,American Graffiti,0.149078387685,0.748213845775,28,m,1973,666,tt0069704,9874,565,3037,Sherlock Holmes - Arthur Conan Doyle,0.0062893081761
laurie,American Graffiti,0.0650192424549,0.376470588235,26,f,1973,666,tt0069704,9874,565,32,Halloween Movies - All Media Types,0.00576701268743
manager,American Graffiti,0.0337249341705,0.0,None,m,1973,666,tt0069704,9874,565,3,방탄소년단 | Bangtan Boys | BTS,0.00314465408805
mr. wolfe,American Graffiti,0.0159003443387,0.0,31,m,1973,666,tt0069704,9874,565,0,,1
steve,American Graffiti,0.0900344338667,0.139691261679,19,m,1973,666,tt0069704,9874,565,13067,The Avengers (Marvel) - All Media Types,0.00549450549451
terry,American Graffiti,0.162446830059,0.000835109499059,20,m,1973,666,tt0069704,9874,565,67,DCU,0.0
wendy,American Graffiti,0.0180271419891,0.428985507246,None,f,1973,666,tt0069704,9874,565,148,Red Velvet (K-pop Band),0.00652173913043
chess player,An American Werewolf in London,0.0349905003167,0.0,47,m,1981,674,tt0082010,6316,None,0,,1
david kessler,An American Werewolf in London,0.363362887904,0.0,30,m,1981,674,tt0082010,6316,None,0,,1
dr. j. s. hirsc,An American Werewolf in London,0.183818872704,0.0,52,m,1981,674,tt0082010,6316,None,0,,1
inspector villi,An American Werewolf in London,0.0348321722609,0.0,52,m,1981,674,tt0082010,6316,None,0,,1
jack goodman,An American Werewolf in London,0.156111462951,0.0,26,m,1981,674,tt0082010,6316,None,0,,1
mr. collins,An American Werewolf in London,0.0213742875237,0.0454545454545,37,m,1981,674,tt0082010,6316,None,1,Pride and Prejudice and Zombies - Jane Austen & Seth Grahame-Smith,0.00410353535354
nurse alex pric,An American Werewolf in London,0.162127929069,0.0,29,f,1981,674,tt0082010,6316,None,0,,1
nurse susan gal,An American Werewolf in London,0.0199493350222,0.0,None,f,1981,674,tt0082010,6316,None,0,,1
woman in zoo,An American Werewolf in London,0.0234325522483,0.0,59,f,1981,674,tt0082010,6316,None,0,,1
anastasia,Anastasia,0.232382061736,0.0184757505774,36,f,1997,676,tt0118617,5151,110,24,The Dresden Files - Jim Butcher,0.00483870967742
bartok,Anastasia,0.130654241895,0.833333333333,33,m,1997,676,tt0118617,5151,110,15,Legend (TV 1995),0.005
dimitri,Anastasia,0.183265385362,0.04,None,m,1997,676,tt0118617,5151,110,2,Sly Cooper (Video Games),0.00505050505051
phlegmenkoff,Anastasia,0.0203843913803,0.0,50,f,1997,676,tt0118617,5151,110,0,,1
rasputin,Anastasia,0.144243836148,0.0,59,m,1997,676,tt0118617,5151,110,0,,1
sophie,Anastasia,0.0469811687051,0.00504686373468,49,f,1997,676,tt0118617,5151,110,21,Fire Emblem: If | Fire Emblem: Fates,0.0037037037037
tatiana,Anastasia,0.117258784702,0.296296296296,None,f,1997,676,tt0118617,5151,110,8,Spies Are Forever - Talkfine/Tin Can Brothers,0.00411522633745
vladimir,Anastasia,0.124830130072,0.0568720379147,42,m,1997,676,tt0118617,5151,110,36,Political RPF - US 21st c.,0.00659340659341
agent miller,Analyze That,0.0106681202305,0.00151933701657,37,m,2002,678,tt0289848,12842,48,11,The X-Files,0.0144927536232
anthony bella,Analyze That,0.0132378134247,0.0,43,m,2002,678,tt0289848,12842,48,0,,1
ben sobel,Analyze That,0.38327363339,0.0,54,m,2002,678,tt0289848,12842,48,0,,1
coyote,Analyze That,0.00817629652702,0.341463414634,54,m,2002,678,tt0289848,12842,48,14,Native American/First Nations Mythology,0.00502765208648
ducks,Analyze That,0.00802055754555,0.00540091400083,None,m,2002,678,tt0289848,12842,48,13,Good Omens - Neil Gaiman & Terry Pratchett,0.00529100529101
eddie devol,Analyze That,0.0181435913409,0.0,None,m,2002,678,tt0289848,12842,48,0,,1
jelly,Analyze That,0.050848777449,0.0,65,m,2002,678,tt0289848,12842,48,0,,1
laura sobel,Analyze That,0.0591029434667,0.0,39,f,2002,678,tt0289848,12842,48,0,,1
masiello,Analyze That,0.0218034574054,0.0,73,m,2002,678,tt0289848,12842,48,0,,1
michael sobel,Analyze That,0.00973368634169,0.0,19,m,2002,678,tt0289848,12842,48,0,,1
paul vitti,Analyze That,0.336941286404,0.0,59,m,2002,678,tt0289848,12842,48,0,,1
raoul berman,Analyze That,0.030680579349,0.0,38,m,2002,678,tt0289848,12842,48,0,,1
richard chapin,Analyze That,0.0350412708301,0.0,50,m,2002,678,tt0289848,12842,48,0,,1
rigazzi gunman,Analyze That,0.014327986295,0.0,None,m,2002,678,tt0289848,12842,48,0,,1
allison,Annie Hall,0.0107338611449,0.000967429861335,25,f,1977,682,tt0075686,13136,152,120,Harry Potter - J. K. Rowling,0.00563909774436
alvy singer,Annie Hall,0.583206455542,0.0,42,m,1977,682,tt0075686,13136,152,0,,1
annie hall,Annie Hall,0.283115103532,0.0,31,f,1977,682,tt0075686,13136,152,1,Proof of Heaven: A Neurosurgeon’s Journey into the Afterlife - Eben Alexander,0.00227563646707
doctor,Annie Hall,0.0102771010962,0.129221388368,56,m,1977,682,tt0075686,13136,152,1653,Torchwood,0.0
man in theatre ,Annie Hall,0.0203258221681,0.0,36,m,1977,682,tt0075686,13136,152,0,,1
mom hall,Annie Hall,0.00837393422655,0.0,53,f,1977,682,tt0075686,13136,152,0,,1
rob,Annie Hall,0.0431638246041,0.275,38,m,1977,682,tt0075686,13136,152,11,Would I Lie To You? RPF,0.00790513833992
robin,Annie Hall,0.0130937880633,0.00295404404891,34,f,1977,682,tt0075686,13136,152,237,DCU,0.0
tony lacey,Annie Hall,0.0277101096224,0.0,36,m,1977,682,tt0075686,13136,152,0,,1
admiral crawfor,The Assignment,0.0190749159913,0.0,57,m,1997,697,tt0118647,10118,1,0,,1
agnieska,The Assignment,0.0259932793042,0.0,41,f,1997,697,tt0118647,10118,1,0,,1
amos,The Assignment,0.177801937142,0.0032414910859,54,m,1997,697,tt0118647,10118,1,2,Harry Potter and the Cursed Child - Thorne & Rowling,0.004662004662
carl mickens - ,The Assignment,0.0256967780194,0.0,62,m,1997,697,tt0118647,10118,1,0,,1
carla,The Assignment,0.0557422415497,0.262096774194,32,f,1997,697,tt0118647,10118,1,65,Scrubs (TV),0.00571428571429
frank,The Assignment,0.0123542202016,0.067884706253,None,m,1997,697,tt0118647,10118,1,862,Percy Jackson and the Olympians & Related Fandoms - All Media Types,0.00257969412198
jack shaw,The Assignment,0.34433682546,0.0,62,m,1997,697,tt0118647,10118,1,0,,1
koj,The Assignment,0.0127495552481,0.0,37,m,1997,697,tt0118647,10118,1,0,,1
lt. cmdr. annib,The Assignment,0.295216445938,0.0,38,m,1997,697,tt0118647,10118,1,0,,1
maura ramirez,The Assignment,0.0310338011465,0.0,None,f,1997,697,tt0118647,10118,1,0,,1
alotta fagina,Austin Powers: International Man of Mystery,0.0309484798835,0.0,33,f,1997,698,tt0118655,5493,102,0,,1
austin powers,Austin Powers: International Man of Mystery,0.418350628072,0.142857142857,34,m,1997,698,tt0118655,5493,102,1,Spaceballs (1987),0.0031007751938
basil expositio,Austin Powers: International Man of Mystery,0.140724558529,0.0,55,m,1997,698,tt0118655,5493,102,0,,1
frau farbissina,Austin Powers: International Man of Mystery,0.0405971236119,0.0,44,f,1997,698,tt0118655,5493,102,0,,1
mrs. kensington,Austin Powers: International Man of Mystery,0.0384125250319,0.0,41,f,1997,698,tt0118655,5493,102,0,,1
mustafa,Austin Powers: International Man of Mystery,0.0305843801202,0.0,30,m,1997,698,tt0118655,5493,102,0,,1
number two,Austin Powers: International Man of Mystery,0.0367740760969,0.245614035088,67,m,1997,698,tt0118655,5493,102,14,9 (2009),0.000911992704058
scott evil,Austin Powers: International Man of Mystery,0.0615328600036,2.38971466807e-05,23,m,1997,698,tt0118655,5493,102,1,Doctor Who,0.00438788942519
therapist,Austin Powers: International Man of Mystery,0.0214818860368,0.0,41,f,1997,698,tt0118655,5493,102,0,,1
vanessa kensing,Austin Powers: International Man of Mystery,0.180593482614,0.0,32,f,1997,698,tt0118655,5493,102,0,,1
austin powers,Austin Powers: The Spy Who Shagged Me,0.530672079387,0.000220580125731,36,m,1999,699,tt0145660,4434,351,2,Smallville,0.00345025876941
basil expositio,Austin Powers: The Spy Who Shagged Me,0.0974289580514,0.0,57,m,1999,699,tt0145660,4434,351,0,,1
felicity shagwe,Austin Powers: The Spy Who Shagged Me,0.21199819576,0.0,29,f,1999,699,tt0145660,4434,351,0,,1
number two,Austin Powers: The Spy Who Shagged Me,0.0809652683807,0.245614035088,69,m,1999,699,tt0145660,4434,351,14,9 (2009),0.0012012012012
scott evil,Austin Powers: The Spy Who Shagged Me,0.0554803788904,2.38971466807e-05,25,m,1999,699,tt0145660,4434,351,1,Doctor Who,0.00805060379528
the president,Austin Powers: The Spy Who Shagged Me,0.0234551195309,2.85820447595e-05,41,m,1999,699,tt0145660,4434,351,1,Haikyuu!!,0.00235017626322
anna,L'Avventura,0.056472731413,0.158035714286,27,f,1960,701,tt0053619,8783,None,177,Tangled (2010),0.00571428571429
anna's father,L'Avventura,0.0339291813731,0.0,None,m,1960,701,tt0053619,8783,None,0,,1
carabiniere,L'Avventura,0.0152567459866,0.0,None,m,1960,701,tt0053619,8783,None,0,,1
claudia,L'Avventura,0.195946715245,0.115879828326,29,f,1960,701,tt0053619,8783,None,81,Vampire Chronicles - Anne Rice,0.00325203252033
corrado,L'Avventura,0.0696800637595,0.0,None,m,1960,701,tt0053619,8783,None,0,,1
ettore,L'Avventura,0.0314243424798,0.0,None,m,1960,701,tt0053619,8783,None,0,,1
father,L'Avventura,0.0138904702266,0.00235155790711,None,m,1960,701,tt0053619,8783,None,4,Fullmetal Alchemist (Anime 2003),0.00436046511628
girl,L'Avventura,0.0145736081066,0.00236406619385,None,f,1960,701,tt0053619,8783,None,2,Danger Days: The True Lives of the Fabulous Killjoys (Album),0.00234741784038
giulia,L'Avventura,0.0531708983263,0.0,33,f,1960,701,tt0053619,8783,None,0,,1
husband,L'Avventura,0.0174200159399,0.000136892539357,None,m,1960,701,tt0053619,8783,None,14,Sherlock Holmes & Related Fandoms,0.00413223140496
lieutenant,L'Avventura,0.0352954571331,0.0001539408867,None,m,1960,701,tt0053619,8783,None,1,RWBY,0.0
man's voice,L'Avventura,0.0117272002733,0.0,None,m,1960,701,tt0053619,8783,None,0,,1
marshal,L'Avventura,0.0315381987931,0.0,None,m,1960,701,tt0053619,8783,None,0,,1
midwife,L'Avventura,0.0161675964932,0.0,None,f,1960,701,tt0053619,8783,None,0,,1
old man,L'Avventura,0.0158260275532,0.000822315382135,None,m,1960,701,tt0053619,8783,None,102,Harry Potter - J. K. Rowling,0.003663003663
patrizia,L'Avventura,0.0860753728794,0.0,32,f,1960,701,tt0053619,8783,None,0,,1
raimondo,L'Avventura,0.0187862916999,0.0,37,m,1960,701,tt0053619,8783,None,0,,1
sailor,L'Avventura,0.0313104861665,0.0,None,m,1960,701,tt0053619,8783,None,0,,1
sandro,L'Avventura,0.196288284185,0.105263157895,35,m,1960,701,tt0053619,8783,None,2,Elysium (2013),0.00571428571429
the princess,L'Avventura,0.0222019810999,0.0,None,f,1960,701,tt0053619,8783,None,0,,1
zuria - journal,L'Avventura,0.0330183308664,0.0,55,m,1960,701,tt0053619,8783,None,0,,1
anthony,Awakenings,0.0160234899329,0.660359991818,28,m,1990,706,tt0099077,11920,107,6457,NCIS,0.0
dr. kaufman,Awakenings,0.0639261744966,9.77803852547e-06,45,m,1990,706,tt0099077,11920,107,1,Sherlock Holmes & Related Fandoms,0.00563777307963
dr. malcolm say,Awakenings,0.419295302013,0.0,39,m,1990,706,tt0099077,11920,107,0,,1
fernando,Awakenings,0.00939597315436,0.0118811881188,None,m,1990,706,tt0099077,11920,107,6,Mr. Robot (TV),0.0
hector,Awakenings,0.0191275167785,0.466019417476,None,m,1990,706,tt0099077,11920,107,48,Troy (2004),0.0
hospital direct,Awakenings,0.0182046979866,0.0,None,m,1990,706,tt0099077,11920,107,0,,1
leonard lowe,Awakenings,0.207130872483,0.0,47,m,1990,706,tt0099077,11920,107,0,,1
lucy,Awakenings,0.015855704698,0.00708226321114,62,f,1990,706,tt0099077,11920,107,182,Doctor Who (2005),0.0
miss costello,Awakenings,0.0458053691275,0.00518134715026,None,f,1990,706,tt0099077,11920,107,1,Ripper Street,0.0066889632107
mrs. lowe,Awakenings,0.060822147651,0.0,85,f,1990,706,tt0099077,11920,107,0,,1
neurochemist,Awakenings,0.0147651006711,0.0,37,m,1990,706,tt0099077,11920,107,0,,1
nurse margaret,Awakenings,0.0264261744966,0.0,49,f,1990,706,tt0099077,11920,107,0,,1
old doctor,Awakenings,0.0293624161074,0.0,None,m,1990,706,tt0099077,11920,107,0,,1
paula,Awakenings,0.0427013422819,0.00132951523829,26,f,1990,706,tt0099077,11920,107,13,NCIS,0.0
rose,Awakenings,0.0111577181208,0.344696085298,64,f,1990,706,tt0099077,11920,107,8858,Doctor Who (2005),0.0
bobbi,Bachelor Party,0.0266176152348,0.127145517693,23,f,1984,707,tt0086927,4621,99,2526,Agents of S.H.I.E.L.D. (TV),0.00542005420054
chulo,Bachelor Party,0.0612421553776,0.0,None,m,1984,707,tt0086927,4621,99,0,,1
cole whittier,Bachelor Party,0.139796580827,0.0,None,m,1984,707,tt0086927,4621,99,0,,1
debbie thompson,Bachelor Party,0.112313352088,0.0,23,f,1984,707,tt0086927,4621,99,0,,1
dr. stan gassko,Bachelor Party,0.0673014499026,0.0,36,m,1984,707,tt0086927,4621,99,0,,1
ed thompson,Bachelor Party,0.112313352088,0.00851063829787,56,m,1984,707,tt0086927,4621,99,2,Fright Night (2011),0.00956937799043
father falwell,Bachelor Party,0.0251027916035,0.0,None,m,1984,707,tt0086927,4621,99,0,,1
gary,Bachelor Party,0.0722787275481,0.0187871581451,34,m,1984,707,tt0086927,4621,99,158,Pocket Monsters | Pokemon - All Media Types,0.00652794777642
ilene,Bachelor Party,0.0365721705259,0.0,33,f,1984,707,tt0086927,4621,99,0,,1
jay o'neill,Bachelor Party,0.155594027267,0.0,30,m,1984,707,tt0086927,4621,99,0,,1
larry,Bachelor Party,0.0454447089375,0.459627329193,None,m,1984,707,tt0086927,4621,99,74,U2,0.0
mrs. thompson,Bachelor Party,0.0311620861285,0.0,54,f,1984,707,tt0086927,4621,99,0,,1
parkview hotel ,Bachelor Party,0.0374377840294,0.0,43,m,1984,707,tt0086927,4621,99,0,,1
rajah,Bachelor Party,0.0257520017312,0.6,43,m,1984,707,tt0086927,4621,99,3,Twisted Princess (Disney Fanart),0.00815217391304
ryko,Bachelor Party,0.0510711967107,0.0,30,m,1984,707,tt0086927,4621,99,0,,1
captain howard,Bad Boys,0.0548509029819,0.0,44,m,1995,708,tt0112442,11905,131,0,,1
casper,Bad Boys,0.0097438051239,0.0175438596491,28,m,1995,708,tt0112442,11905,131,1,Sabrina the Teenage Witch (TV),0.00350877192982
detective sanch,Bad Boys,0.0105837883242,0.0,40,m,1995,708,tt0112442,11905,131,0,,1
eddie dominguez,Bad Boys,0.0155396892062,0.0,30,m,1995,708,tt0112442,11905,131,0,,1
fouchet,Bad Boys,0.0597228055439,0.0,42,m,1995,708,tt0112442,11905,131,0,,1
francine,Bad Boys,0.019991600168,0.00268569030634,42,f,1995,708,tt0112442,11905,131,32,The Flash (TV 2014),0.00779727095517
jojo,Bad Boys,0.010079798404,0.00176834659593,29,m,1995,708,tt0112442,11905,131,2,Dungeons & Dragons (Roleplaying Game),0.0048048048048
julie mott,Bad Boys,0.167156656867,0.0,29,f,1995,708,tt0112442,11905,131,0,,1
marcus burnett,Bad Boys,0.332213355733,0.0,30,m,1995,708,tt0112442,11905,131,0,,1
max logan,Bad Boys,0.0180596388072,0.000511352014727,None,f,1995,708,tt0112442,11905,131,5,NCIS,0.0
mike lowrey,Bad Boys,0.244099118018,0.0,27,m,1995,708,tt0112442,11905,131,0,,1
theresa burnett,Bad Boys,0.0477110457791,0.0,31,f,1995,708,tt0112442,11905,131,0,,1
woman at boxing,Bad Boys,0.0102477950441,0.0,None,f,1995,708,tt0112442,11905,131,0,,1
ariane,Bad Lieutenant,0.0875640428505,0.0,None,f,1992,712,tt0103759,4294,4,1,Les Misérables - Victor Hugo,0.00641539695269
beat cop,Bad Lieutenant,0.0249184909176,0.0,58,m,1992,712,tt0103759,4294,4,0,,1
lite,Bad Lieutenant,0.0475081509082,0.0,None,m,1992,712,tt0103759,4294,4,0,,1
priest,Bad Lieutenant,0.0337680484397,0.000948766603416,54,m,1992,712,tt0103759,4294,4,20,Star Wars Episode VII: The Force Awakens (2015),0.00488315312173
the lieutenant,Bad Lieutenant,0.60922217047,1.0,53,m,1992,712,tt0103759,4294,4,1,All of Space Left to Go (Webcomic),0.00735294117647
the nun,Bad Lieutenant,0.197019096414,0.0,28,f,1992,712,tt0103759,4294,4,0,,1
dot,Bamboozled,0.00924391732798,0.0164647878751,27,f,2000,714,tt0215545,11467,3,541,Shingeki no Kyojin | Attack on Titan,0.0024154589372
honeycutt,Bamboozled,0.0396790790965,0.0,None,m,2000,714,tt0215545,11467,3,0,,1
jukka laks,Bamboozled,0.00967995116421,0.0,None,m,2000,714,tt0215545,11467,3,0,,1
junebug,Bamboozled,0.0306967820703,1.0,59,m,2000,714,tt0215545,11467,3,1,Junebug (2005),0.00595238095238
mantan,Bamboozled,0.121740647074,0.0,27,m,2000,714,tt0215545,11467,3,0,,1
mau mau: big bl,Bamboozled,0.0490102031918,0.0,27,m,2000,714,tt0215545,11467,3,0,,1
myrna goldfarb,Bamboozled,0.0178773872853,0.0,32,f,2000,714,tt0215545,11467,3,0,,1
orchid dothan,Bamboozled,0.0239818609924,0.0,57,f,2000,714,tt0215545,11467,3,0,,1
pierre delacroi,Bamboozled,0.364437080317,0.0,40,m,2000,714,tt0215545,11467,3,0,,1
Sleep'n Eat,Bamboozled,0.0289526467254,0.0,37,m,2000,714,tt0215545,11467,3,0,,1
sloan hopkins,Bamboozled,0.108921252289,0.0,29,f,2000,714,tt0215545,11467,3,0,,1
thomas dunwitty,Bamboozled,0.146071335136,0.0,30,m,2000,714,tt0215545,11467,3,0,,1
womack,Bamboozled,0.0497078573297,0.0,37,m,2000,714,tt0215545,11467,3,0,,1
audrey taylor,Barton Fink,0.0510101010101,0.0,36,f,1991,715,tt0101410,9900,12,0,,1
barton fink,Barton Fink,0.345252525253,0.0,34,m,1991,715,tt0101410,9900,12,0,,1
ben geisler,Barton Fink,0.0578787878788,0.0,38,m,1991,715,tt0101410,9900,12,0,,1
charlie meadows,Barton Fink,0.215151515152,0.0,39,m,1991,715,tt0101410,9900,12,0,,1
detective deuts,Barton Fink,0.0212121212121,0.0,48,m,1991,715,tt0101410,9900,12,0,,1
detective mastr,Barton Fink,0.029898989899,0.0,44,m,1991,715,tt0101410,9900,12,0,,1
garland stanfor,Barton Fink,0.0324242424242,0.0,57,m,1991,715,tt0101410,9900,12,0,,1
jack lipnick,Barton Fink,0.164242424242,0.0,50,m,1991,715,tt0101410,9900,12,0,,1
lou breeze,Barton Fink,0.0132323232323,0.0,41,m,1991,715,tt0101410,9900,12,0,,1
mailman,Barton Fink,0.0167676767677,0.0,None,m,1991,715,tt0101410,9900,12,0,,1
w.p. mayhew,Barton Fink,0.0529292929293,0.0,51,m,1991,715,tt0101410,9900,12,0,,1
barry's mother,Barry Lyndon,0.0233088913709,0.0,57,f,1975,716,tt0072684,20593,None,0,,1
brookside,Barry Lyndon,0.0184043121449,1.0,None,m,1975,716,tt0072684,20593,None,1,Came Out It Rained Went Back In Again (1991),0.00405844155844
captain best,Barry Lyndon,0.0127713300636,0.0,None,m,1975,716,tt0072684,20593,None,0,,1
captain galgens,Barry Lyndon,0.0381197494294,0.0,None,m,1975,716,tt0072684,20593,None,0,,1
captain grogan,Barry Lyndon,0.0462293012189,0.0,52,m,1975,716,tt0072684,20593,None,0,,1
captain o'reill,Barry Lyndon,0.0184528723353,0.0,None,m,1975,716,tt0072684,20593,None,0,,1
countess,Barry Lyndon,0.0451124168407,0.0,None,f,1975,716,tt0072684,20593,None,0,,1
dorothy,Barry Lyndon,0.0210265624241,0.642857142857,None,f,1975,716,tt0072684,20593,None,36,Emerald City (TV 2016),0.00802139037433
harry,Barry Lyndon,0.0162676637692,0.251543209877,None,m,1975,716,tt0072684,20593,None,489,The Amazing Spider-Man (Movies - Webb),0.00421052631579
michael,Barry Lyndon,0.00621570436556,0.607253427687,None,m,1975,716,tt0072684,20593,None,8238,Rooster Teeth/Achievement Hunter/Funhaus RPF,0.00324675324675
minister galgen,Barry Lyndon,0.00893507502549,0.0,None,m,1975,716,tt0072684,20593,None,0,,1
mrs. o'reilly,Barry Lyndon,0.0118001262565,0.0,None,f,1975,716,tt0072684,20593,None,0,,1
narrator,Barry Lyndon,0.0125770893022,0.734375,64,m,1975,716,tt0072684,20593,None,47,Fight Club - Chuck Palahniuk,0.00357142857143
newcombe,Barry Lyndon,0.0180643908124,0.0,None,m,1975,716,tt0072684,20593,None,0,,1
patrick,Barry Lyndon,0.00864371388336,0.245797995374,None,m,1975,716,tt0072684,20593,None,1594,Panic! at the Disco,0.0101867572156
roderick,Barry Lyndon,0.606371096975,0.000750505775631,None,m,1975,716,tt0072684,20593,None,23,Glee,0.0
sir william,Barry Lyndon,0.0287476326907,0.0,None,m,1975,716,tt0072684,20593,None,0,,1
the chevalier d,Barry Lyndon,0.0495313941631,0.0,53,m,1975,716,tt0072684,20593,None,0,,1
uncle,Barry Lyndon,0.00942067692905,0.00228571428571,None,m,1975,716,tt0072684,20593,None,2,The Eagle | The Eagle of the Ninth - All Media Types,0.00240384615385
andrews,Basic Instinct,0.0274135876043,0.0,36,m,1992,718,tt0103772,7551,247,0,,1
catherine trame,Basic Instinct,0.245133094954,0.0,34,f,1992,718,tt0103772,7551,247,0,,1
detective,Basic Instinct,0.017348695537,0.00172745188682,33,m,1992,718,tt0103772,7551,247,142,Teen Wolf (TV),0.00510204081633
detective nick ,Basic Instinct,0.314130578731,0.0,48,m,1992,718,tt0103772,7551,247,0,,1
dr. beth garner,Basic Instinct,0.109786783208,0.0,29,f,1992,718,tt0103772,7551,247,0,,1
dr. lamott,Basic Instinct,0.0226460071514,0.0,41,m,1992,718,tt0103772,7551,247,0,,1
gus,Basic Instinct,0.150973381009,0.0339083001622,47,m,1992,718,tt0103772,7551,247,460,Rooster Teeth/Achievement Hunter/Funhaus RPF,0.00470219435737
harrigan,Basic Instinct,0.0172162627467,0.0,27,m,1992,718,tt0103772,7551,247,0,,1
Lieutenant Walk,Basic Instinct,0.0953516090584,0.0,53,m,1992,718,tt0103772,7551,247,0,,1
alfred pennywor,Batman Returns,0.0600053576212,0.0,76,m,1992,722,tt0103776,7466,341,0,,1
bruce wayne,Batman Returns,0.128047147067,0.0419798327288,41,m,1992,722,tt0103776,7466,341,3368,DCU,0.0
commissioner ja,Batman Returns,0.0282614519153,0.0,68,m,1992,722,tt0103776,7466,341,0,,1
ice princess,Batman Returns,0.0148673988749,0.0,28,f,1992,722,tt0103776,7466,341,0,,1
max shreck,Batman Returns,0.149477631931,0.0281690140845,49,m,1992,722,tt0103776,7466,341,2,Batman (Movies 1989-1997),0.0184615384615
penguin,Batman Returns,0.416956871149,0.00103453863316,48,m,1992,722,tt0103776,7466,341,83,DCU,0.0
selina kyle,Batman Returns,0.144253951246,0.00383891513255,34,f,1992,722,tt0103776,7466,341,308,DCU,0.0
the mayor,Batman Returns,0.0581301901956,0.0,54,m,1992,722,tt0103776,7466,341,4,どうぶつの森 | Animal Crossing Series,0.00571195430437
alexander knox,Batman,0.23860303919,3.52509870276e-05,38,m,1989,725,tt0096895,3751,550,1,Original Work,0.0080971659919
bruce wayne,Batman,0.211410290589,0.0419787862547,38,m,1989,725,tt0096895,3751,550,3368,DCU,0.0
carl grissom,Batman,0.0410557184751,0.0,70,m,1989,725,tt0096895,3751,550,0,,1
harvey dent,Batman,0.0501199680085,0.000984681349637,52,m,1989,725,tt0096895,3751,550,79,DCU,0.0
joker,Batman,0.15595841109,0.00438744095028,52,m,1989,725,tt0096895,3751,550,352,DCU,0.0
vicki vale,Batman,0.302852572647,0.000186960152559,36,f,1989,725,tt0096895,3751,550,15,DCU,0.0
bugs,The Beach,0.020075862707,0.00113046390889,34,m,2000,726,tt0163978,10809,64,27,Dragon Age: Inquisition,0.0054347826087
christo,The Beach,0.0194282542326,0.0,36,m,2000,726,tt0163978,10809,64,0,,1
daffy,The Beach,0.0194282542326,0.0,39,m,2000,726,tt0163978,10809,64,0,,1
�tienne,The Beach,0.062910537515,0.0,27,m,2000,726,tt0163978,10809,64,0,,1
fran�oise,The Beach,0.0634656304931,0.0,24,f,2000,726,tt0163978,10809,64,0,,1
keaty,The Beach,0.0654084559164,0.0,36,m,2000,726,tt0163978,10809,64,0,,1
richard,The Beach,0.591544083634,0.493751816332,26,m,2000,726,tt0163978,10809,64,1699,Raven Cycle - Maggie Stiefvater,0.00645161290323
sal,The Beach,0.0850217411416,0.0,40,f,2000,726,tt0163978,10809,64,73,大海原と大海原 | Oounabara to Wadanohara | Wadanohara and the Great Blue Sea,0.00157150340492
sammy,The Beach,0.0116569525396,0.000157505118916,21,m,2000,726,tt0163978,10809,64,2,Percy Jackson and the Olympians & Related Fandoms - All Media Types,0.0019638648861
zeph,The Beach,0.0610602275881,0.0,22,m,2000,726,tt0163978,10809,64,0,,1
atf agent bork,Beavis and Butt-Head Do America,0.101515584787,0.0,33,m,1996,729,tt0115641,3497,124,0,,1
